"Time","116001F","","116001F","","116001F","",""
"and","141.00","","141.00","","141.00","",""
"Date","Discharge (ML/day)","","Discharge (ML/day)","","Discharge (ML/day)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 07/11/2017,    1098.222,     20,    1069.330,     20,    1136.635,     20, 
00:00:00 08/11/2017,    1032.409,     20,     999.000,     20,    1075.334,     20, 
00:00:00 09/11/2017,    1018.578,     20,     987.552,     20,    1130.414,     20, 
00:00:00 10/11/2017,    1365.939,     20,    1130.414,     20,    1607.213,     20, 
00:00:00 11/11/2017,    1707.266,     20,    1607.213,     20,    1752.408,     20, 
00:00:00 12/11/2017,    1607.816,     20,    1552.997,     20,    1662.682,     20, 
00:00:00 13/11/2017,    1677.774,     20,    1622.938,     20,    1744.114,     20, 
00:00:00 14/11/2017,    1703.903,     20,    1638.792,     20,    1752.408,     20, 
00:00:00 15/11/2017,    1656.518,     20,    1599.394,     20,    1735.862,     20, 
00:00:00 16/11/2017,    1569.573,     20,    1530.101,     20,    1599.394,     20, 
00:00:00 17/11/2017,    1439.936,     20,    1369.094,     20,    1530.101,     20, 
00:00:00 18/11/2017,    1279.319,     20,    1226.232,     20,    1369.094,     20, 
00:00:00 19/11/2017,    1161.400,     20,    1130.414,     20,    1226.232,     20, 
00:00:00 20/11/2017,    1100.715,     20,    1081.382,     20,    1130.414,     20, 
00:00:00 21/11/2017,    1102.119,     20,    1057.406,     20,    1168.128,     20, 
00:00:00 22/11/2017,    1289.444,     20,    1130.414,     20,    1591.618,     20, 
00:00:00 23/11/2017,    1676.480,     20,    1591.618,     20,    1719.403,     20, 
00:00:00 24/11/2017,    2064.155,     20,    1670.717,     20,    2586.730,     20, 
00:00:00 25/11/2017,    2292.554,     20,    2031.264,     20,    2576.016,     20, 
00:00:00 26/11/2017,    1832.058,     20,    1670.717,     20,    2031.264,     20, 
00:00:00 27/11/2017,    1531.499,     20,    1433.549,     20,    1670.717,     20, 
00:00:00 28/11/2017,    1377.684,     20,    1334.146,     20,    1448.150,     20, 
00:00:00 29/11/2017,    1634.583,     20,    1448.150,     20,    1760.702,     20, 
00:00:00 30/11/2017,    1685.058,     20,    1646.741,     20,    1719.403,     20, 
00:00:00 01/12/2017,    1606.096,     20,    1522.541,     20,    1694.952,     20, 
00:00:00 02/12/2017,    1438.751,     20,    1355.054,     20,    1522.541,     20, 
00:00:00 03/12/2017,    1311.209,     20,    1265.976,     20,    1355.054,     20, 
00:00:00 04/12/2017,    1430.304,     20,    1292.976,     20,    1694.952,     20, 
00:00:00 05/12/2017,    2013.056,     20,    1694.952,     20,    2152.397,     20, 
00:00:00 06/12/2017,    1781.161,     20,    1686.874,     20,    1923.523,     20, 
00:00:00 07/12/2017,    1508.888,     20,    1376.179,     20,    1686.874,     20, 
00:00:00 08/12/2017,    1273.135,     20,    1213.142,     20,    1376.179,     20, 
00:00:00 09/12/2017,    1239.671,     20,    1206.619,     20,    1313.453,     20, 
00:00:00 10/12/2017,    1465.046,     20,    1313.453,     20,    1507.464,     20, 
00:00:00 11/12/2017,    1535.671,     20,    1485.043,     20,    1576.066,     20, 
00:00:00 12/12/2017,    1342.269,     20,    1245.974,     20,    1485.043,     20, 
00:00:00 13/12/2017,    1172.181,     20,    1124.194,     20,    1245.974,     20, 
00:00:00 14/12/2017,    1075.400,     20,    1039.651,     20,    1124.194,     20, 
00:00:00 15/12/2017,     998.283,     20,     964.958,     20,    1045.526,     20, 
00:00:00 16/12/2017,     942.873,     20,     920.851,     20,     970.574,     20, 
00:00:00 17/12/2017,     896.617,     20,     872.770,     20,     926.294,     20, 
00:00:00 18/12/2017,     852.286,     20,     831.470,     20,     878.040,     20, 
00:00:00 19/12/2017,     802.676,     20,     776.822,     20,     836.568,     20, 
00:00:00 20/12/2017,     757.197,     20,     733.925,     20,     781.704,     20, 
00:00:00 21/12/2017,     715.435,     20,     697.075,     20,     738.590,     20, 
00:00:00 22/12/2017,     679.338,     20,     661.522,     20,     701.611,     20, 
00:00:00 23/12/2017,     658.762,     20,     639.878,     20,     701.611,     20, 
00:00:00 24/12/2017,     639.848,     20,     622.944,     20,     652.795,     20, 
00:00:00 25/12/2017,     630.772,     20,     618.754,     20,     639.878,     20, 
00:00:00 26/12/2017,     603.349,     20,     589.896,     20,     618.754,     20, 
00:00:00 27/12/2017,     571.349,     20,     558.058,     20,     589.896,     20, 
00:00:00 28/12/2017,     546.655,     20,     534.946,     20,     561.989,     20, 
00:00:00 29/12/2017,     522.676,     20,     508.766,     20,     538.747,     20, 
00:00:00 30/12/2017,     499.527,     20,     486.994,     20,     512.438,     20, 
00:00:00 31/12/2017,     480.830,     20,     465.869,     20,     490.579,     20, 
00:00:00 01/01/2018,     462.163,     20,     448.718,     20,     476.366,     20, 
00:00:00 02/01/2018,     445.286,     20,     438.653,     20,     455.544,     20, 
00:00:00 03/01/2018,     442.580,     60,     428.717,     60,     458.957,     60, 
00:00:00 04/01/2018,     466.291,     20,     441.979,     20,     490.579,     20, 
00:00:00 05/01/2018,     458.044,     20,     438.653,     20,     505.094,     20, 
00:00:00 06/01/2018,     568.631,     20,     505.094,     20,     683.597,     20, 
00:00:00 07/01/2018,     693.926,     20,     674.698,     20,     719.971,     20, 
00:00:00 08/01/2018,     620.293,     20,     593.957,     20,     674.698,     20, 
00:00:00 09/01/2018,     575.673,     20,     558.058,     20,     606.269,     20, 
00:00:00 10/01/2018,     564.610,     20,     558.058,     20,     569.851,     20, 
00:00:00 11/01/2018,     561.664,     20,     554.170,     20,     569.851,     20, 
00:00:00 12/01/2018,     532.972,     20,     519.869,     20,     554.170,     20, 
00:00:00 13/01/2018,     520.082,     20,     508.766,     20,     531.144,     20, 
00:00:00 14/01/2018,     494.760,     20,     476.366,     20,     516.154,     20, 
00:00:00 15/01/2018,     475.513,     20,     465.869,     20,     486.994,     20, 
00:00:00 16/01/2018,     534.251,     20,     486.994,     20,     614.563,     20, 
00:00:00 17/01/2018,     673.984,     20,     614.563,     20,     743.299,     20, 
00:00:00 18/01/2018,    1574.547,     20,     743.299,     20,    4512.974,     20, 
00:00:00 19/01/2018,    6656.869,     20,    4512.974,     20,    7678.843,     20, 
00:00:00 20/01/2018,    6725.048,     20,    5008.910,     20,    7492.090,     20, 
00:00:00 21/01/2018,    3721.836,     20,    2979.936,     20,    5008.910,     20, 
00:00:00 22/01/2018,    3498.371,     20,    2979.936,     20,    3769.330,     20, 
00:00:00 23/01/2018,    2851.819,     20,    2533.507,     20,    3258.619,     20, 
00:00:00 24/01/2018,    2362.300,     20,    2258.539,     20,    2533.507,     20, 
00:00:00 25/01/2018,    2435.751,     20,    2268.346,     20,    2695.334,     20, 
00:00:00 26/01/2018,    5502.602,     20,    2695.334,     20,   11410.157,     20, 
00:00:00 27/01/2018,   16621.705,     20,   11410.157,     20,   19544.026,     20, 
00:00:00 28/01/2018,    9508.085,     20,    7285.248,     20,   13100.270,     20, 
00:00:00 29/01/2018,    5848.824,     20,    4637.736,     20,    7285.248,     20, 
00:00:00 30/01/2018,    4427.849,     20,    4285.094,     20,    4637.736,     20, 
00:00:00 31/01/2018,    4141.425,     20,    4050.518,     20,    4360.219,     20, 
00:00:00 01/02/2018,    4153.768,     20,    3866.227,     20,    4300.042,     20, 
00:00:00 02/02/2018,    3998.716,     20,    3810.672,     20,    4181.371,     20, 
00:00:00 03/02/2018,    3469.620,     20,    3147.595,     20,    3810.672,     20, 
00:00:00 04/02/2018,    5485.210,     20,    3027.240,     20,   21679.747,     20, 
00:00:00 05/02/2018,   35570.223,     20,   21679.747,     20,   47228.530,     20, 
00:00:00 06/02/2018,   51077.693,     20,   46703.261,     20,   55637.583,     20, 
00:00:00 07/02/2018,   35112.004,     20,   29661.682,     20,   46834.416,     20, 
00:00:00 08/02/2018,   52098.425,     20,   34118.971,     20,   59170.997,     20, 
00:00:00 09/02/2018,   50045.797,     20,   38977.114,     20,   58587.452,     20, 
00:00:00 10/02/2018,   29382.015,     20,   22183.416,     20,   38977.114,     20, 
00:00:00 11/02/2018,   18284.963,     20,   15353.107,     20,   22183.416,     20, 
00:00:00 12/02/2018,   13463.030,     20,   11880.518,     20,   15353.107,     20, 
00:00:00 13/02/2018,   10677.702,     20,    9570.830,     20,   11880.518,     20, 
00:00:00 14/02/2018,    8752.325,     20,    8023.406,     20,    9570.830,     20, 
00:00:00 15/02/2018,    7476.753,     20,    6994.685,     20,    8023.406,     20, 
00:00:00 16/02/2018,    6363.176,     20,    5736.182,     20,    6994.685,     20, 
00:00:00 17/02/2018,    5582.964,     20,    5433.998,     20,    5736.182,     20, 
00:00:00 18/02/2018,    6734.979,     20,    5700.067,     20,    8271.072,     20, 
00:00:00 19/02/2018,    8370.203,     20,    7513.992,     20,    8959.334,     20, 
00:00:00 20/02/2018,    8240.723,     20,    7513.992,     20,    8681.774,     20, 
00:00:00 21/02/2018,    8882.544,     20,    8339.026,     20,    9701.942,     20, 
00:00:00 22/02/2018,   14331.231,     20,    9701.942,     20,   22109.112,     20, 
00:00:00 23/02/2018,   25158.331,     20,   22109.112,     20,   29255.861,     20, 
00:00:00 24/02/2018,   46670.968,     20,   29255.861,     20,   53436.888,     20, 
00:00:00 25/02/2018,   61559.635,     20,   40885.819,     20,   73267.200,     20, 
00:00:00 26/02/2018,   53319.197,     20,   44860.781,     20,   66750.005,     20, 
00:00:00 27/02/2018,   46588.205,     20,   45101.405,     20,   47982.068,     20, 
00:00:00 28/02/2018,   47927.298,     20,   46123.863,     20,   51032.852,     20, 
00:00:00 01/03/2018,   74559.657,     20,   51032.852,     20,   87674.141,     20, 
00:00:00 02/03/2018,   80840.505,     20,   71187.725,     20,   87309.965,     20, 
00:00:00 03/03/2018,   59460.667,     20,   49347.706,     20,   71187.725,     20, 
00:00:00 04/03/2018,   40719.998,     20,   34152.970,     20,   49347.706,     20, 
00:00:00 05/03/2018,   30900.748,     20,   27252.979,     20,   34152.970,     20, 
00:00:00 06/03/2018,   39240.118,     20,   26041.392,     20,   56947.234,     20, 
00:00:00 07/03/2018,   52113.689,     20,   45862.935,     20,   62730.072,     20, 
00:00:00 08/03/2018,  172356.167,     30,   62730.072,     30,  380319.497,     30, 
00:00:00 09/03/2018,  472970.264,     30,  380319.497,     30,  492210.694,     30, 
00:00:00 10/03/2018,  419105.634,     30,  372685.927,     30,  471685.381,     30, 
00:00:00 11/03/2018,  336758.768,     30,  299464.173,     30,  372685.927,     30, 
00:00:00 12/03/2018,  228234.776,     30,  151225.748,     30,  299464.173,     30, 
00:00:00 13/03/2018,  105286.715,     30,   73504.196,     30,  151225.748,     30, 
00:00:00 14/03/2018,   57357.511,     20,   45305.309,     20,   73504.196,     20, 
00:00:00 15/03/2018,   38453.380,     20,   33272.813,     20,   45305.309,     20, 
00:00:00 16/03/2018,   29587.917,     20,   26464.277,     20,   33272.813,     20, 
00:00:00 17/03/2018,   24124.440,     20,   22079.391,     20,   26464.277,     20, 
00:00:00 18/03/2018,   20615.285,     20,   19401.293,     20,   22079.391,     20, 
00:00:00 19/03/2018,   18295.438,     20,   17216.712,     20,   19401.293,     20, 
00:00:00 20/03/2018,   18057.593,     20,   17065.771,     20,   19173.499,     20, 
00:00:00 21/03/2018,   18641.804,     10,   17299.224,     10,   24126.552,     10, 
00:00:00 22/03/2018,   34379.713,     10,   24126.552,     10,   39313.987,     10, 
00:00:00 23/03/2018,   26290.103,     10,   23518.642,     10,   30593.419,     10, 
00:00:00 24/03/2018,   42812.460,     30,   30593.419,     30,   77921.136,     30, 
00:00:00 25/03/2018,   90922.259,     30,   75278.463,     30,  103381.057,     30, 
00:00:00 26/03/2018,  119908.680,     30,   74173.320,     30,  166194.203,     30, 
00:00:00 27/03/2018,  164224.851,     30,  152363.723,     30,  170881.532,     30, 
00:00:00 28/03/2018,  237297.074,     30,  150881.660,     30,  305107.562,     30, 
00:00:00 29/03/2018,  199583.832,     30,  123843.990,     30,  291857.733,     30, 
00:00:00 30/03/2018,   86173.914,     30,   62586.476,     30,  123843.990,     30, 
00:00:00 31/03/2018,   52318.317,     10,   44639.035,     10,   62586.476,     10, 
00:00:00 01/04/2018,   38943.569,     10,   34169.947,     10,   44639.035,     10, 
00:00:00 02/04/2018,   31108.186,     10,   28674.519,     10,   34169.947,     10, 
00:00:00 03/04/2018,   26902.223,     10,   24893.179,     10,   28674.519,     10, 
00:00:00 04/04/2018,   22860.690,     10,   21121.085,     10,   24893.179,     10, 
00:00:00 05/04/2018,   19885.497,     10,   18720.504,     10,   21121.085,     10, 
00:00:00 06/04/2018,   17571.612,     10,   16425.418,     10,   18720.504,     10, 
00:00:00 07/04/2018,   15502.400,     10,   14773.018,     10,   16425.418,     10, 
00:00:00 08/04/2018,   14212.502,     10,   13928.846,     10,   14825.462,     10, 
00:00:00 09/04/2018,   13375.734,     10,   12735.706,     10,   13928.846,     10, 
00:00:00 10/04/2018,   12159.349,     30,   11625.466,     30,   12735.706,     30, 
00:00:00 11/04/2018,   11174.593,     30,   10772.438,     30,   11625.466,     30, 
00:00:00 12/04/2018,   10451.824,     30,   10183.795,     30,   10772.438,     30, 
00:00:00 13/04/2018,    9933.585,     30,    9773.698,     30,   10183.795,     30, 
00:00:00 14/04/2018,    9599.252,     30,    9416.693,     30,    9773.698,     30, 
00:00:00 15/04/2018,    9086.655,     30,    8785.498,     30,    9416.693,     30, 
00:00:00 16/04/2018,    8511.890,     30,    8293.709,     30,    8785.498,     30, 
00:00:00 17/04/2018,    8233.872,     30,    8158.190,     30,    8293.709,     30, 
00:00:00 18/04/2018,    8009.894,     30,    7945.171,     30,    8158.190,     30, 
00:00:00 19/04/2018,    7834.692,     30,    7667.827,     30,    7967.506,     30, 
00:00:00 20/04/2018,    7483.469,     30,    7328.621,     30,    7667.827,     30, 
00:00:00 21/04/2018,    7201.102,     30,    7091.107,     30,    7328.621,     30, 
00:00:00 22/04/2018,    6907.609,     30,    6708.312,     30,    7091.107,     30, 
00:00:00 23/04/2018,    6547.766,     30,    6290.438,     30,    6857.611,     30, 
00:00:00 24/04/2018,    6050.470,     30,    5889.370,     30,    6290.438,     30, 
00:00:00 25/04/2018,    5719.595,     30,    5570.467,     30,    5889.370,     30, 
00:00:00 26/04/2018,    5397.157,     30,    5262.667,     30,    5570.467,     30, 
00:00:00 27/04/2018,    5124.020,     30,    4996.555,     30,    5262.667,     30, 
00:00:00 28/04/2018,    4857.305,     30,    4768.891,     30,    4996.555,     30, 
00:00:00 29/04/2018,    4806.961,     30,    4739.040,     30,    4844.016,     30, 
00:00:00 30/04/2018,    4715.169,     30,    4606.157,     30,    4813.906,     30, 
00:00:00 01/05/2018,    4531.436,     30,    4475.650,     30,    4606.157,     30, 
00:00:00 02/05/2018,    4791.128,     30,    4544.106,     30,    5011.978,     30, 
00:00:00 03/05/2018,    4909.710,     30,    4844.016,     30,    4996.555,     30, 
00:00:00 04/05/2018,    4711.595,     30,    4576.954,     30,    4844.016,     30, 
00:00:00 05/05/2018,    4391.685,     30,    4291.315,     30,    4576.954,     30, 
00:00:00 06/05/2018,    4165.688,     30,    4071.082,     30,    4291.315,     30, 
00:00:00 07/05/2018,    3986.042,     30,    3937.118,     30,    4071.082,     30, 
00:00:00 08/05/2018,    3897.075,     30,    3858.062,     30,    3976.992,     30, 
00:00:00 09/05/2018,    3802.876,     30,    3715.805,     30,    3858.062,     30, 
00:00:00 10/05/2018,    3643.961,     30,    3589.358,     30,    3715.805,     30, 
00:00:00 11/05/2018,    3523.679,     30,    3465.677,     30,    3589.358,     30, 
00:00:00 12/05/2018,    3391.723,     30,    3332.750,     30,    3465.677,     30, 
