"Time","120006B","","120006B","","120006B","",""
"and","141.00","","141.00","","141.00","",""
"Date","Discharge (ML/day)","","Discharge (ML/day)","","Discharge (ML/day)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 03/11/1993,    1128.946,      9,    1128.946,      9,    1128.946,      9, 
00:00:00 04/11/1993,    1128.946,      9,    1128.946,      9,    1128.946,      9, 
00:00:00 05/11/1993,    1111.860,      9,    1094.947,      9,    1128.946,      9, 
00:00:00 06/11/1993,    1094.947,      9,    1094.947,      9,    1094.947,      9, 
00:00:00 07/11/1993,    1092.434,      9,    1089.893,      9,    1094.947,      9, 
00:00:00 08/11/1993,    1070.856,      9,    1051.963,      9,    1089.893,      9, 
00:00:00 09/11/1993,    1051.963,      9,    1051.963,      9,    1051.963,      9, 
00:00:00 10/11/1993,    1051.963,      9,    1051.963,      9,    1051.963,      9, 
00:00:00 11/11/1993,    1051.963,      9,    1051.963,      9,    1051.963,      9, 
00:00:00 12/11/1993,    1070.856,      9,    1051.963,      9,    1089.893,      9, 
00:00:00 13/11/1993,    1102.039,      9,    1089.893,      9,    1114.214,      9, 
00:00:00 14/11/1993,    1106.906,      9,    1099.656,      9,    1114.214,      9, 
00:00:00 15/11/1993,    1156.925,      9,    1099.656,      9,    1215.518,      9, 
00:00:00 16/11/1993,    1691.120,      9,    1215.518,      9,    2973.629,      9, 
00:00:00 17/11/1993,    2991.910,      9,    2973.629,      9,    3010.219,      9, 
00:00:00 18/11/1993,    2991.910,      9,    2973.629,      9,    3010.219,      9, 
00:00:00 19/11/1993,    2452.040,      9,    1450.742,      9,    2981.189,      9, 
00:00:00 20/11/1993,    1256.326,      9,    1174.262,      9,    1450.742,      9, 
00:00:00 21/11/1993,    1241.914,      9,    1241.914,      9,    1241.914,      9, 
00:00:00 22/11/1993,    1354.628,      9,    1241.914,      9,    1726.186,      9, 
00:00:00 23/11/1993,    1570.474,      9,    1450.742,      9,    1726.186,      9, 
00:00:00 24/11/1993,    3163.853,      9,    1574.338,      9,    6410.880,      9, 
00:00:00 25/11/1993,   16854.627,      9,    6410.880,      9,   35913.629,      9, 
00:00:00 26/11/1993,   37759.942,      9,   21989.232,      9,   55626.048,      9, 
00:00:00 27/11/1993,   22049.465,      9,   13041.864,      9,   41372.727,      9, 
00:00:00 28/11/1993,    7438.209,      9,    1881.317,      9,   13041.864,      9, 
00:00:00 29/11/1993,    1800.613,      9,    1351.858,      9,    2054.981,      9, 
00:00:00 30/11/1993,    1308.240,      9,    1241.914,      9,    1505.563,      9, 
00:00:00 01/12/1993,    1593.403,      9,    1505.563,      9,    1802.477,      9, 
00:00:00 02/12/1993,    1910.608,      9,    1802.477,      9,    2047.378,      9, 
00:00:00 03/12/1993,    1721.832,      9,    1587.211,      9,    2047.378,      9, 
00:00:00 04/12/1993,    1693.369,      9,    1432.901,      9,    1838.074,      9, 
00:00:00 05/12/1993,    1273.359,      9,    1194.566,      9,    1432.901,      9, 
00:00:00 06/12/1993,    1176.790,      9,    1159.099,      9,    1194.566,      9, 
00:00:00 07/12/1993,    1134.151,      9,    1109.462,      9,    1159.099,      9, 
00:00:00 08/12/1993,    1308.930,      9,    1109.462,      9,    1712.448,      9, 
00:00:00 09/12/1993,    1237.783,      9,    1210.464,      9,    1462.795,      9, 
00:00:00 10/12/1993,    1250.093,      9,    1210.464,      9,    1290.298,      9, 
00:00:00 11/12/1993,    1323.662,      9,    1290.298,      9,    1357.430,      9, 
00:00:00 12/12/1993,    1357.430,      9,    1357.430,      9,    1357.430,      9, 
00:00:00 13/12/1993,    1357.430,      9,    1357.430,      9,    1357.430,      9, 
00:00:00 14/12/1993,    1394.921,      9,    1357.430,      9,    1432.901,      9, 
00:00:00 15/12/1993,    1403.568,      9,    1374.494,      9,    1432.901,      9, 
00:00:00 16/12/1993,    1388.959,      9,    1374.494,      9,    1403.482,      9, 
00:00:00 17/12/1993,    1424.124,      9,    1403.482,      9,    1444.910,      9, 
00:00:00 18/12/1993,    1475.093,      9,    1444.910,      9,    1505.563,      9, 
00:00:00 19/12/1993,    1546.142,      9,    1505.563,      9,    1587.211,      9, 
00:00:00 20/12/1993,    2485.331,      9,    1587.211,      9,    2930.342,      9, 
00:00:00 21/12/1993,    3131.792,      9,    2844.029,      9,    3344.674,      9, 
00:00:00 22/12/1993,    2445.653,      9,    2307.960,      9,    2894.400,      9, 
00:00:00 23/12/1993,    2143.413,      9,    2023.747,      9,    2376.907,      9, 
00:00:00 24/12/1993,    1919.327,      9,    1866.672,      9,    2174.688,      9, 
00:00:00 25/12/1993,    1881.559,      9,    1760.616,      9,    2054.981,      9, 
00:00:00 26/12/1993,    2070.093,      9,    1760.616,      9,    2565.346,      9, 
00:00:00 27/12/1993,    2788.148,      9,    2565.346,      9,    2884.507,      9, 
00:00:00 28/12/1993,    2192.977,      9,    1940.371,      9,    2884.507,      9, 
00:00:00 29/12/1993,    1856.926,      9,    1692.230,      9,    2174.688,      9, 
00:00:00 30/12/1993,    1838.403,      9,    1712.448,      9,    2039.299,      9, 
00:00:00 31/12/1993,    1908.412,      9,    1852.546,      9,    2039.299,      9, 
00:00:00 01/01/1994,    1932.854,      9,    1925.338,      9,    1940.371,      9, 
00:00:00 02/01/1994,    2529.092,      9,    1940.371,      9,    2981.189,      9, 
00:00:00 03/01/1994,    1726.388,      9,    1625.918,      9,    2000.765,      9, 
00:00:00 04/01/1994,    1623.702,      9,    1593.475,      9,    1726.186,      9, 
00:00:00 05/01/1994,    1676.395,      9,    1593.475,      9,    1726.186,      9, 
00:00:00 06/01/1994,    1531.016,      9,    1438.690,      9,    1678.752,      9, 
00:00:00 07/01/1994,    1403.597,      9,    1368.878,      9,    1438.690,      9, 
00:00:00 08/01/1994,    1368.878,      9,    1368.878,      9,    1368.878,      9, 
00:00:00 09/01/1994,    1368.878,      9,    1368.878,      9,    1368.878,      9, 
00:00:00 10/01/1994,    1368.878,      9,    1368.878,      9,    1368.878,      9, 
00:00:00 11/01/1994,    2665.387,      9,    1368.878,      9,    7626.614,      9, 
00:00:00 12/01/1994,   10319.663,      9,    7626.614,      9,   13950.274,      9, 
00:00:00 13/01/1994,   11044.952,      9,    8722.037,      9,   13950.274,      9, 
00:00:00 14/01/1994,    5990.529,      9,    2706.955,      9,    8722.037,      9, 
00:00:00 15/01/1994,    2281.075,      9,    2182.680,      9,    2706.955,      9, 
00:00:00 16/01/1994,    3325.437,      9,    2341.958,      9,    3586.464,      9, 
00:00:00 17/01/1994,    2692.141,      9,    2403.086,      9,    3368.261,      9, 
00:00:00 18/01/1994,    2149.790,      9,    2008.714,      9,    2403.086,      9, 
00:00:00 19/01/1994,    1858.580,      9,    1809.389,      9,    2008.714,      9, 
00:00:00 20/01/1994,    1703.512,      9,    1606.478,      9,    1845.115,      9, 
00:00:00 21/01/1994,    1574.453,      9,    1542.715,      9,    1606.478,      9, 
00:00:00 22/01/1994,    1542.715,      9,    1542.715,      9,    1542.715,      9, 
00:00:00 23/01/1994,    2592.623,      9,    1536.235,      9,    5878.958,      9, 
00:00:00 24/01/1994,    8394.625,      9,    5878.958,      9,    9529.013,      9, 
00:00:00 25/01/1994,    6192.526,      9,    4193.986,      9,    8244.029,      9, 
00:00:00 26/01/1994,    3258.023,      9,    1809.389,      9,    4193.986,      9, 
00:00:00 27/01/1994,    1575.001,      9,    1505.563,      9,    1809.389,      9, 
00:00:00 28/01/1994,    1716.839,      9,    1587.211,      9,    2047.378,      9, 
00:00:00 29/01/1994,    2086.474,      9,    2047.378,      9,    2125.915,      9, 
00:00:00 30/01/1994,    2125.915,      9,    2125.915,      9,    2125.915,      9, 
00:00:00 31/01/1994,    2130.118,      9,    2086.128,      9,    2190.672,      9, 
00:00:00 01/02/1994,   30118.479,      9,    2190.672,      9,  145296.980,      9, 
00:00:00 02/02/1994,   69370.936,      9,    8910.994,      9,  143460.203,      9, 
00:00:00 03/02/1994,   10547.638,      9,    6681.874,      9,   13564.325,      9, 
00:00:00 04/02/1994,    7270.062,      9,    6061.003,      9,    9152.050,      9, 
00:00:00 05/02/1994,    5737.042,      9,    5399.525,      9,    6061.003,      9, 
00:00:00 06/02/1994,    5461.553,      9,    5154.710,      9,    6184.469,      9, 
00:00:00 07/02/1994,   11889.355,      9,    6184.469,      9,   16874.395,      9, 
00:00:00 08/02/1994,   14056.550,      9,   10980.403,      9,   16922.391,      9, 
00:00:00 09/02/1994,    8979.009,      9,    7669.512,      9,   10980.403,      9, 
00:00:00 10/02/1994,    6352.450,      9,    4806.562,      9,    7669.512,      9, 
00:00:00 11/02/1994,    4540.080,      9,    4370.414,      9,    4806.562,      9, 
00:00:00 12/02/1994,    3389.960,      9,    1874.232,      9,    4370.414,      9, 
00:00:00 13/02/1994,    1713.283,      9,    1678.752,      9,    1874.232,      9, 
00:00:00 14/02/1994,    1655.438,      9,    1632.269,      9,    1678.752,      9, 
00:00:00 15/02/1994,    1615.982,      9,    1599.782,      9,    1632.269,      9, 
00:00:00 16/02/1994,    1620.385,      9,    1587.211,      9,    1788.307,      9, 
00:00:00 17/02/1994,    1705.240,      9,    1672.229,      9,    1788.307,      9, 
00:00:00 18/02/1994,    1588.971,      9,    1524.053,      9,    1672.229,      9, 
00:00:00 19/02/1994,    1502.417,      9,    1480.896,      9,    1524.053,      9, 
00:00:00 20/02/1994,    1480.896,      9,    1480.896,      9,    1480.896,      9, 
00:00:00 21/02/1994,    3180.055,      9,    1480.896,      9,    5843.146,      9, 
00:00:00 22/02/1994,   10328.576,      9,    5843.146,      9,   16197.927,      9, 
00:00:00 23/02/1994,   13981.290,      9,   12236.962,      9,   16317.677,      9, 
00:00:00 24/02/1994,   10448.373,      9,    4856.803,      9,   12236.962,      9, 
00:00:00 25/02/1994,    5171.686,      9,    4766.386,      9,    5486.400,      9, 
00:00:00 26/02/1994,    5413.496,      9,    5217.610,      9,    5712.854,      9, 
00:00:00 27/02/1994,    4360.102,      9,    3873.874,      9,    5217.610,      9, 
00:00:00 28/02/1994,    3540.575,      9,    3352.363,      9,    3873.874,      9, 
00:00:00 01/03/1994,    2761.919,      9,    1925.338,      9,    3352.363,      9, 
00:00:00 02/03/1994,    2629.863,      9,    1925.338,      9,    5377.795,      9, 
00:00:00 03/03/1994,    5300.649,      9,    5081.486,      9,    5607.230,      9, 
00:00:00 04/03/1994,    4691.904,      9,    3384.202,      9,    6603.077,      9, 
00:00:00 05/03/1994,   41491.737,      9,    6603.077,      9,   80482.940,      9, 
00:00:00 06/03/1994,   84745.997,      9,   67736.261,      9,   96616.844,      9, 
00:00:00 07/03/1994,   43339.982,      9,   12513.614,      9,   79199.036,      9, 
00:00:00 08/03/1994,  108327.642,      9,   25445.664,      9,  196417.528,      9, 
00:00:00 09/03/1994,   95153.501,      9,   44018.208,      9,  179079.294,      9, 
00:00:00 10/03/1994,   36867.454,      9,   27037.887,      9,   68045.098,      9, 
00:00:00 11/03/1994,  138888.984,      9,   68045.098,      9,  188478.448,      9, 
00:00:00 12/03/1994,  211497.277,      9,  186511.984,      9,  244791.290,      9, 
00:00:00 13/03/1994,  198215.581,      9,  155798.555,      9,  246618.866,      9, 
00:00:00 14/03/1994,  149473.614,      9,  145617.697,      9,  155798.555,      9, 
00:00:00 15/03/1994,  141644.115,      9,  137340.231,      9,  145617.697,      9, 
00:00:00 16/03/1994,  131752.348,      9,  127657.513,      9,  137340.231,      9, 
00:00:00 17/03/1994,  122138.250,      9,  117365.674,      9,  127657.513,      9, 
00:00:00 18/03/1994,  110335.310,      9,  103328.223,      9,  117365.674,      9, 
00:00:00 19/03/1994,   93551.008,      9,   84646.772,      9,  103328.223,      9, 
00:00:00 20/03/1994,   76841.832,      9,   69406.546,      9,   84646.772,      9, 
00:00:00 21/03/1994,   60297.873,      9,   53300.808,      9,   69406.546,      9, 
00:00:00 22/03/1994,   45576.637,      9,   39220.848,      9,   53300.808,      9, 
00:00:00 23/03/1994,   36813.812,      9,   33051.111,      9,   41483.448,      9, 
00:00:00 24/03/1994,   29152.653,      9,   21591.403,      9,   33051.111,      9, 
00:00:00 25/03/1994,   27099.387,      9,   25998.106,      9,   28043.496,      9, 
00:00:00 26/03/1994,   23730.010,      9,   22056.883,      9,   25998.106,      9, 
00:00:00 27/03/1994,   20592.880,      9,   19080.447,      9,   22056.883,      9, 
00:00:00 28/03/1994,   17895.600,      9,   16745.703,      9,   19080.447,      9, 
00:00:00 29/03/1994,   15520.394,      9,   14528.981,      9,   16745.703,      9, 
00:00:00 30/03/1994,   13222.008,      9,   12304.656,      9,   14528.981,      9, 
00:00:00 31/03/1994,   11219.408,      9,   10513.325,      9,   12304.656,      9, 
00:00:00 01/04/1994,    9494.725,      9,    8920.843,      9,   10513.325,      9, 
00:00:00 02/04/1994,    7942.622,      9,    7514.294,      9,    8920.843,      9, 
00:00:00 03/04/1994,    6990.803,      9,    6598.670,      9,    7514.294,      9, 
00:00:00 04/04/1994,    6249.014,      9,    5886.302,      9,    6598.670,      9, 
00:00:00 05/04/1994,    5317.335,      9,    5175.317,      9,    5886.302,      9, 
00:00:00 06/04/1994,    4557.488,      9,    4324.882,      9,    5175.317,      9, 
00:00:00 07/04/1994,    3962.864,      9,    3836.462,      9,    4398.970,      9, 
00:00:00 08/04/1994,    3534.081,      9,    3259.181,      9,    3879.403,      9, 
00:00:00 09/04/1994,    3361.027,      9,    3109.493,      9,    3793.824,      9, 
00:00:00 10/04/1994,    2870.288,      9,    2690.755,      9,    3109.493,      9, 
00:00:00 11/04/1994,    2619.595,      9,    2476.310,      9,    2825.669,      9, 
00:00:00 12/04/1994,    2521.720,      9,    2418.984,      9,    2825.669,      9, 
00:00:00 13/04/1994,    2361.861,      9,    2182.421,      9,    2603.448,      9, 
00:00:00 14/04/1994,    2597.399,      9,    2426.976,      9,    2788.992,      9, 
00:00:00 15/04/1994,    2625.670,      9,    2443.522,      9,    2788.992,      9, 
00:00:00 16/04/1994,    2682.158,      9,    2682.158,      9,    2682.158,      9, 
00:00:00 17/04/1994,    3005.921,      9,    2682.158,      9,    3198.917,      9, 
00:00:00 18/04/1994,    3335.464,      9,    3198.917,      9,    3593.765,      9, 
00:00:00 19/04/1994,    3256.624,      9,    2955.614,      9,    3593.765,      9, 
00:00:00 20/04/1994,    3330.032,      9,    3198.917,      9,    3424.248,      9, 
00:00:00 21/04/1994,    2675.195,      9,    2266.920,      9,    3424.248,      9, 
00:00:00 22/04/1994,    1881.109,      9,    1743.898,      9,    2266.920,      9, 
00:00:00 23/04/1994,    1533.674,      9,    1464.912,      9,    1743.898,      9, 
00:00:00 24/04/1994,    1464.912,      9,    1464.912,      9,    1464.912,      9, 
00:00:00 25/04/1994,    1503.209,      9,    1464.912,      9,    1541.938,      9, 
00:00:00 26/04/1994,    1426.405,      9,    1396.224,      9,    1541.938,      9, 
00:00:00 27/04/1994,    1368.590,      9,    1341.187,      9,    1396.224,      9, 
00:00:00 28/04/1994,    1341.187,      9,    1341.187,      9,    1341.187,      9, 
00:00:00 29/04/1994,    1314.187,      9,    1287.446,      9,    1341.187,      9, 
00:00:00 30/04/1994,    1287.446,      9,    1287.446,      9,    1287.446,      9, 
00:00:00 01/05/1994,    1287.446,      9,    1287.446,      9,    1287.446,      9, 
00:00:00 02/05/1994,    1397.108,      9,    1287.446,      9,    1666.224,      9, 
00:00:00 03/05/1994,    1787.545,      9,    1666.224,      9,    2092.997,      9, 
00:00:00 04/05/1994,    2046.808,      9,    1914.581,      9,    2402.568,      9, 
00:00:00 05/05/1994,    2240.830,      9,    2056.406,      9,    2426.976,      9, 
00:00:00 06/05/1994,    2338.680,      9,    2266.920,      9,    2426.976,      9, 
00:00:00 07/05/1994,    1972.810,      9,    1845.115,      9,    2402.568,      9, 
00:00:00 08/05/1994,    1872.828,      9,    1845.115,      9,    1900.714,      9, 
